dif_stir,dif_ltrate,dif_rstir,dif_rltrate,a_gr_i_y,ltrate,stir,rltrate,rstir,c_y,i_y,ca_y,bassets2_y,loans1_y,pdebt,gr_er,gr_rgdp,gr_rc,gr_ri,gr_rca,gr_cpi,gr_rnarrowm,gr_rmoney,gr_rstocks,gr_rbassets2,gr_rloans1,gr_rpubdebt,gr_c_y,gr_ca_y,gr_bassets2_y,gr_loans1_y,er_gap,rgdp_gap,rc_gap,ri_gap,rca_gap,stir_gap,ltrate_gap,rstir_gap,rnarrowm_gap,rmoney_gap,rstocks_gap,rbassets2_gap,rloans1_gap,rpubdebt_gap,pdebt_gap,c_y_gap,i_y_gap,ca_y_gap,bassets2_y_gap,loans1_y_gap,narrowm_y_gap,money_y_gap,a_stir,a_ltrate,a_rstir,a_rltrate,a_pdebt,a_c_y,a_i_y,gr_rer,a_ca_y,a_bassets2_y,a_loans1_y,a_gr_rgdp,a_gr_rc,a_gr_ri,a_gr_rca,a_gr_cpi,a_gr_rmoney,a_gr_rstocks,a_gr_rbassets2,a_gr_rloans1,a_gr_rpubdebt,a_gr_c_y,a_gr_ca_y,a_gr_bassets2_y,a_gr_loans1_y,a_rgdp_gap,a_rc_gap,a_ri_gap,a_rca_gap,a_stir_gap,a_rstir_gap,a_rltrate_gap,a_rnarrowm_gap,a_rmoney_gap,a_rstocks_gap,a_rbassets2_gap,a_rloans1_gap,a_pdebt_gap,a_c_y_gap,a_i_y_gap,rer_gap,a_ca_y_gap,a_bassets2_y_gap,a_loans1_y_gap,er,rer,rltrate_gap,a_gr_rnarrowm,a_ltrate_gap,a_gr_money_y,a_money_y_gap,a_pdebt_gap,money_y,gr_money_y,money_y_gap,a_money_y,b2,b3,b1,rec1,rec2,rec3,year,ccode
.0000217,.0192748,-.0096943,.0167948,.0085616,.06061,.03922,.0680638,.0466737,.000357,.046248,.0031986,,,.7459,.0079708,.0199842,-.0205949,-.0707746,-2.37547,-.0074537,.0012519,.0066129,.1272427,,,-.0092474,-.0450212,-2.341166,,,.4610349,-1.341307,-6.461752,-15.93379,217.8462,-.0001218,-.0187672,-.0023573,-.7263482,-.1992126,5.811108,,,32.72128,37.05127,-.6701089,-21.97405,262.2247,,,1.98278,.552641,.0397926,.0436625,.030576,.0334352,.612936,19.9171,.1284926,2.04e-07,.0148475,9.44488,8.751857,-.0011551,-.0042943,.0204476,-.125192,.0079665,.0325945,.0376909,.0604922,.0752937,.0084366,-.0084612,-.1199884,.0021641,.0071013,-1.17457,-2.090433,-4.236355,35.31735,.0031215,-.0301526,-.0262698,-1.051753,.9985497,3.556678,2.845464,1.485042,2.54091,.1191117,-2.004166,-.0002822,-437.0046,-.0402335,.0623515,5.5009,9.360971,-.042222,.0107294,.0002526,.0062865,.9363866,2.54091,8.683904,-.0022957,.552641,9.83527,0,0,0,1,1,1,1886,7
.000205,.0189322,.018546,.040463,.0105048,.05959,.03922,.0958854,.0755154,.0003672,.048512,.0007225,,,.7769,-.0057445,-.0542098,-.0218068,-.0024948,-.7851973,-.0362954,.0491365,.0413601,.1478805,,,.021489,.0286498,-.7741174,,,-.3599551,-5.572439,-7.546371,-10.86779,143.4947,.0011156,-.0099719,.0195629,-.0660435,-.1209663,8.95721,,,39.12861,41.98189,3.71927,-15.3016,-56.86567,,,4.436218,1.276431,.0384535,.0435548,.0670616,.0715905,.6161027,19.75389,.1293881,-.0000168,.0129576,9.570482,8.904585,.036211,.0146128,.0648654,.0915006,-.0245292,.0594062,.0587945,.0699934,.0888675,.0086207,-.0333537,.028744,.008338,.0112865,.7504048,-1.376535,-.7009255,540.0033,.0015647,.0047369,.0090313,.3460598,2.33302,3.566808,3.410121,3.183485,1.376844,-1.762107,-.2244565,-.0009965,90.03378,.327022,.3131193,5.4693,9.360814,-.0141453,.0438901,.0015426,.0022158,.5059668,1.376844,8.784739,.0116118,1.276431,9.845979,0,1,0,0,1,1,1887,7
-.0029856,.0151407,-.0172792,-.0007887,.0216864,.0547,.03521,.036518,.017028,.0003757,.04298,-.0016155,,,.7768,-.0131826,.0221048,.0509554,-.0899593,-3.296703,.018182,.0204383,.0261713,-.1144616,,,.0352415,.023144,-3.235925,,,-1.568111,-3.401562,-2.929188,-12.5776,6.137927,-.0002575,-.0059606,-.0125008,-1.267045,-.8829665,-5.278075,,,42.31818,40.05582,6.048049,-20.90923,-191.9331,,,3.076859,.9174844,.0362559,.0424137,.0266556,.0331958,.6045688,19.15939,.1304846,1.83e-06,.0163609,9.640122,8.942117,.0190203,.0154012,.0535591,-.1037366,.0079452,.0379054,.0888459,.0589432,.0532486,-.030409,-.0150761,-.1385801,.0042362,.0046759,1.156083,-.7528253,1.23046,81.73985,.0003037,-.0261108,-.0224293,.0466937,2.084894,7.696683,3.2399,2.401019,-1.207282,-1.437526,1.125856,-.0002589,225.1146,.326278,.1064275,5.3972,9.360831,-.0481213,.019405,.001694,-.0001193,.1112159,-1.207282,8.783596,-.0001302,.9174844,9.886859,1,1,0,1,1,1,1888,7
-.0072062,.0153328,.0088889,.0252309,.015701,.05415,.0344,.0375686,.0178186,.00041,.052505,-.0049126,,,.8358,.0398169,-.093159,-.0060606,.1127341,1.769861,.0165814,.0003465,.0208803,.1139959,,,.0687213,.0912099,2.04093,,,1.603726,-9.441248,-3.415979,-.8418814,-60.74008,.0007292,.0006921,.0025167,-3.22268,-1.615334,.6448172,,,44.73042,42.91607,11.75667,-2.582796,-569.4012,,,5.180003,1.84933,.0439072,.0416214,.0218409,.0208005,.5805926,18.94469,.1274314,.000022,.0147112,9.704686,9.03109,.0283003,.0085074,.0590128,.073695,.0198901,.0195381,.1929638,.0546386,.0595797,-.016786,-.035719,.0485533,.0022235,.0040724,2.120125,-.8137054,3.198359,39.0346,.006845,-.0228763,-.0262045,-2.041714,.5228708,18.61378,2.777161,2.347333,-3.313088,-2.812196,1.992612,.0015407,16.30126,.1720984,-.055732,5.6121,9.361037,-.0305405,-.0045945,.0020987,-.0021213,-.3252425,-3.313088,8.923745,.0159558,1.84933,9.852963,1,1,1,0,0,1,1889,7
-.0071303,.0136255,-.0232611,-.0090743,.0813599,.05325,.03842,.0018069,-.0130231,.000424,.057246,-.003202,,,.8276,.0074304,-.0394862,-.0022866,.0519221,-.3711358,.0514431,-.0228166,-.0415293,-.0707397,,,-.0136691,.0341076,-.3481963,,,1.580892,-9.747202,-3.449447,3.95615,6.19092,.004092,.0056429,-.0072251,-5.985148,-6.193776,-7.256046,,,37.92592,36.24812,11.36383,4.985058,-533.823,,,4.094443,1.231274,.0474771,.0421053,.0249975,.0209707,.5568527,19.23183,.1380779,.0000241,.0139586,9.709477,9.097682,.0039818,.0049932,.0987335,-1.933477,.0195222,.0225887,-.1855006,.0214446,.0307135,-.0225457,-.0134263,-2.002014,.0055238,.007632,1.115748,-1.023169,7.539337,-9.473911,.0082951,-.0132301,-.0188781,-1.14219,-.1559448,-5.540382,.3517858,.5857694,-4.484218,-1.99463,7.477358,.0028745,-18.14935,.3176368,.0642351,5.6538,9.361263,-.0424112,.0269118,.0032162,.0043933,-.1070407,-4.484218,8.915205,-.000957,1.231274,9.864733,0,0,0,0,1,1,1890,7
-.0026332,.0187418,.0792477,.0932966,-.1183039,.06166,.03922,.1308725,.1084326,.0003944,.053918,.0101086,,,.8035,.0924688,.0906635,.0190985,.0318282,-4.458449,-.0692126,.0983593,.0900686,.0390514,,,-.011434,-.0697546,-4.156914,,,8.164419,-1.232899,-1.767887,5.886894,1442.516,.0040795,.0168094,.0813292,.1685956,-.5295647,-5.101222,,,32.94507,29.62524,3.178097,-.8541006,215.52,,,2.868636,.7555385,.0380478,.0434825,.0365375,.0428597,.5662782,19.11931,.1224493,7.23e-06,.0110698,9.809415,9.175706,-.0073231,.0320878,-.1122738,-.7315571,.001491,.0252649,.0017855,.070269,.0413384,-.0080669,.0295545,-.7013898,.0080776,.0085757,-.7999656,.8371494,-6.286997,377.2561,-.0004381,-.0015171,.0031293,-1.192907,-.3714738,-7.97546,2.073344,.1466083,-2.697163,2.013405,-5.284286,.0025739,22.63091,.5599975,.2011976,6.1766,9.361331,.0619785,.0168827,.0048117,.0088794,.3834045,-2.697163,8.908782,-.0007205,.7555385,9.981281,0,0,0,1,1,1,1891,7
.0062076,.0177473,-.0361113,-.0286201,.1227564,.06324,.04481,.0350346,.0166047,.0004325,.055237,.0154868,,,.8076,.0318622,-.0398839,.0577211,-.011992,.4775352,.0282054,-.0720182,-.0632508,-.1194951,,,.0756566,.0967404,.5320414,,,8.482675,-3.848149,2.600515,3.929899,205.7672,.0071035,.0199141,-.0016354,-7.147412,-6.973505,-14.55893,,,35.94548,27.57416,9.686063,1.294319,141.6228,,,.5330209,.1070721,.0351432,.0438308,.0511165,.0598637,.5820782,19.06427,.1349385,.0000268,.0125634,9.800724,9.161707,.0099236,.0126456,.1542706,.3626721,-.0141593,.0528689,.0241629,.0693847,.0293261,.0314169,-.0115461,.331697,.0090831,.0040523,-.7942489,.7886179,2.859021,40.98952,-.0023182,.0111027,.0174255,.731314,1.520728,-5.848973,3.402471,-1.080819,.9454961,2.003103,4.410584,.0037174,38.89655,.8275487,-.024048,6.3734,9.361582,-.0233421,.0416656,.0051085,.0087917,.7419684,.9454961,8.871896,-.0041404,.1070721,10.02267,0,0,0,0,0,1,1892,7
.0097831,.0169722,.0138797,.0241659,-.0476847,.06299,.04879,.0891746,.0749746,.0004166,.055377,.0115251,,,.7971,.0424263,-.0044351,-.0368533,.0025558,-.2558025,-.0261846,.0093666,.0085362,.0544192,,,-.0517885,-.0368632,-.2558101,,,9.425219,-3.112052,-1.450468,3.556857,56.00584,.0079248,.0205212,.043924,-6.460783,-6.38321,-9.324799,,,25.98107,24.01323,4.261077,1.25297,38.34117,,,.2909337,.0185793,.035589,.0423547,.057332,.0626947,.589966,18.98036,.1271271,7.03e-06,.0146906,9.922841,9.296012,.0112033,.0121043,-.0258138,.0611234,-.0193567,.0278865,-.0297292,.0407406,.0457535,.0078727,-.013085,.0280319,.0010135,.0042927,-.7464299,.7366318,-1.529341,22.98409,-.0010524,.0139259,.01954,2.518913,.8886241,-9.68216,2.028314,-.7949807,4.256339,1.854198,-.2241863,.0030464,22.51474,.3720198,-.1825296,6.6438,9.361648,.023415,.0456683,.005576,-.0020558,.120556,4.256339,8.882542,.0012,.0185793,10.01635,0,0,0,0,1,1,1893,7
.0109938,.0123425,.0242512,.0265926,-.0134054,.05424,.04879,.091372,.085922,.0004181,.055117,.0105815,,,.834,-.0450344,.0116435,.0198675,.0113717,-.0670527,-.037132,-.0572743,-.0374714,.0982205,,,.0533057,.0036675,-.081872,,,2.67965,-1.324325,-.078011,3.887973,19.61244,.0055768,.0138081,.0418429,-10.63445,-9.131608,-2.01885,,,27.80784,25.99924,3.462361,.6128099,8.690262,,,-2.583814,-.7348351,.0275817,.0395958,.0510905,.0639169,.5987581,18.80855,.1260614,-.0000213,.013077,9.920916,9.296259,.0143332,-.0063486,.0143367,-2.504112,-.0232924,.0578657,.1606567,.0725654,.0326583,.0428091,-.0338339,-2.388653,.013209,.0076648,-.3073723,-.6842903,-1.943435,23.75206,-.0056784,.0082942,.017117,4.349328,3.050996,2.999447,3.526222,-1.320201,8.592736,.0703912,-1.481562,.000386,-196.5784,.9678954,-.0295761,6.3446,9.361448,.0192325,.0474663,.0029395,.0113793,.7130444,8.592736,8.816103,-.0074797,-.7348351,10.08971,0,0,0,1,1,1,1894,7
.0116264,.0274421,-.0577056,-.0430104,.0235688,.06426,.0476,.0070792,-.0095808,.0004194,.05872,.0169202,,,.8476,-.0031208,-.0496322,-.0425685,.0170126,.5264772,.0571808,.0201758,.0132921,-.0517525,,,.0029108,.0029384,.5990309,,,.9670284,-4.575437,-3.948222,4.49947,41.36835,.0029458,.0231293,-.0366866,-8.142626,-7.467825,-7.038209,,,24.04512,24.18369,2.754833,5.629067,39.17161,,,-.3161548,-.0721004,.0286294,.0381374,.033965,.0440364,.5890437,18.36116,.1289864,.0000433,.0168177,10.03907,9.407524,.0381205,.031033,.0761684,-.5134088,-.0056851,.0615784,.0863394,.0732306,.0737905,.0318849,-.0221905,-.5276897,-.0023382,-.0000823,1.502316,.8504677,2.223253,358.7036,-.0029823,-.0070521,-.0026368,6.382006,4.854222,6.776896,4.968806,1.270793,10.52538,-.2503012,.713604,.0032514,476.3351,.2197446,-.5287403,6.3248,9.361854,-.0486554,.0587425,.0018162,.0023435,.4506209,10.52538,8.889405,.0083146,-.0721004,10.12727,0,0,0,0,0,0,1895,7
.0075141,.0292,.0550391,.0789497,.1066721,.06598,.04601,.1125206,.0925506,.0003633,.060032,.0328921,,,.959,.0670377,-.0007347,-.1303693,.0261532,.9511952,-.0465406,.1055843,.081448,.0229796,,,.0366389,-.133595,.9439576,,,5.135623,-3.256106,-13.94629,5.5911,84.43633,.0006775,.0234468,.0511459,-.0081979,-1.183137,-5.225869,,,23.71766,31.86542,-8.752258,6.123467,88.8344,,,2.667351,.6722134,.0326048,.0374495,.0305026,.0347103,.5773044,18.03026,.1401711,8.66e-06,.0158653,10.12914,9.529493,.0184471,.0001624,.1460452,.0380992,.0026504,.0302328,.1012919,.0370295,.0733439,-.0032657,-.0320259,-.0061336,.0016618,.0100131,1.808658,-.0906859,10.84627,53.69677,.0018134,-.0078069,-.0094944,3.528644,3.978019,12.06108,3.346006,3.536068,11.21398,-1.383234,8.688659,.0027392,50.0059,-.0746768,-.1182399,6.7488,9.361935,.0442659,.0027147,.0017002,.0002407,.0922274,11.21398,8.987448,.0110291,.6722134,10.17745,0,0,0,0,0,0,1896,7
-.0010322,.0294609,-.0582283,-.0301991,.053766,.06544,.03842,-.021631,-.048651,.000386,.058706,.0293485,,,.9137,.0579066,-.0077891,.0589255,-.0253312,-.1107037,.087071,-.0291947,-.0013783,-.0057612,,,-.0032764,.0624614,-.1077342,,,7.706742,-2.693105,-7.304244,2.231445,33.99932,-.0054955,.0213854,-.0655758,-3.434997,-2.214178,-5.81815,,,19.43989,20.94352,-2.290282,2.711169,38.16052,,,.7606217,.399509,.031311,.0361087,.0061369,.0110445,.5486674,17.6748,.1452367,.0000755,.0161849,10.19331,9.548299,.0222438,.0102878,.0942523,81.45696,.0238081,.0378615,.1059496,.0444333,.0183856,-.0272218,-.0291761,76.41298,-.0010479,-.005051,2.208927,-.170897,13.22163,84.0794,.0009359,-.0246711,-.0256203,2.013934,3.693277,14.79965,2.800349,1.090094,7.740054,-1.841531,10.50651,.0074587,75.76796,-.5149477,-.9625731,7.1396,9.362641,-.068686,.0144182,.0008746,.0006747,-.1926716,7.740054,8.990116,.0002969,.399509,10.17736,0,0,0,0,0,0,1897,7
.0051656,.0483926,-.0613357,-.0174621,.072946,.08533,.04641,-.012971,-.051891,.0004319,.057443,.0363436,,,1.0332,.0275506,-.0264577,.094108,-.0431518,.2109787,.098301,.2492601,.2267094,-.2299067,,,.2125166,.1188344,.2383462,,,7.146785,-3.643533,1.199992,-1.768443,33.98522,.001707,.0355904,-.0484395,14.15643,13.62076,-23.7676,,,33.59016,28.07687,7.264075,.061742,40.42089,,,9.469731,3.211396,.0364003,.0373344,.0176661,.0181492,.5244299,18.48341,.1542501,.0000744,.0128165,10.16447,9.627479,.0108686,.0370914,.0999093,-.1561242,.0181946,.0611633,.0572358,.0632178,.0593746,-.0083307,.0118803,-.1738195,.0080506,.0102994,1.663072,1.916973,16.32779,243.2956,.004904,-.0090159,-.0130866,2.055059,5.224604,13.72731,3.904662,2.501448,3.956349,.8540689,13.97038,.0109138,355.1932,-.1420727,-.4105846,7.3363,9.363338,-.0444398,.0295797,.0021442,.0100642,.3286436,3.956349,9.337877,.0386826,3.211396,10.212,0,0,0,0,0,0,1898,7
-.0137644,.0247515,-.0174778,.0163277,.0296658,.0613,.03279,.0436203,.0151103,.0004474,.086389,-.0121324,,,1.1482,-.0773687,-.0066042,.0336574,.5006403,-1.333099,.0176797,-.0089613,-.0279266,.1726383,,,.1241069,.0359133,-1.333826,,,-2.159717,-2.775272,3.68995,33.66758,-159.0169,-.0093441,.011059,.0192195,8.526559,6.507552,-9.165655,,,36.17292,31.09338,8.469007,36.20861,-160.4184,,,6.455832,1.91871,.0441029,.0366406,.0304561,.0236787,.5181853,17.16385,.1528986,-.0000398,.0139619,9.520627,9.636892,.0493557,.0353741,.0986145,.0913716,.0123877,.0592706,.0108588,.0871355,.0868748,.0362072,-.0345243,.0430848,.0011534,-.0005436,4.260421,3.467306,17.18566,41.0217,.0109698,.0041821,-.0052697,4.614569,6.460672,8.044179,6.769949,5.615257,6.466623,-.526041,11.78974,.0044746,40.25344,-.3881983,-.8690548,6.7687,9.362965,.012545,.0619915,.0019071,-.0013352,-.1635446,6.466623,9.293633,-.0047382,1.91871,10.25508,0,0,0,0,0,1,1899,7
-.0128357,.0203221,-.0351548,-.0008611,.0191781,.05714,.03601,.0071946,-.0139354,.0004412,.106633,-.0050888,8.536104,8.959833,1.197,.0217619,.0009122,-.0086831,.2409416,-.5783132,.0499454,-.0775947,-.0826734,.1795145,,,.060505,-.0139609,-.5805583,,,-1.217418,-1.433458,2.175406,44.4669,-131.5536,-.0047116,.0070881,-.0030403,-1.450126,-3.323933,5.017209,,,31.5568,26.55613,5.15238,46.45842,-131.5229,,,.9339682,-.026825,.0436489,.0374646,.0152611,.0086215,.505751,17.01809,.1468688,.0000446,.009687,8.935388,9.615173,-.0048395,-.0046281,.0285308,-.2628485,.0272085,.0248666,-.0201063,.027182,.0293986,-.044251,-.0124858,-.2701919,.0037427,.0051384,1.943421,1.486305,12.49842,-60.31664,.0083929,-.0076556,-.0149836,1.844402,4.609621,2.637842,4.588449,3.869186,1.469472,.2569386,9.476086,.0059694,-695.2573,-.3452463,-.7252616,6.916,9.363382,-.0159181,.0013132,.0025891,.0033508,-.1710741,1.469472,9.147384,-.0157365,-.026825,9.790686,0,0,0,0,1,1,1900,7
-.0081708,.016199,-.0081861,.0175401,-.0867986,.05246,.03641,.0503916,.0343416,.0004732,.077713,-.0128126,8.533595,8.966587,1.1889,.0093985,.0441225,.1255475,-.2352359,1.642045,.0020684,-.0148701,.0195464,-.0169865,.0382034,.2075024,.0570309,.0726113,1.517786,-.0002939,.0007538,-1.38186,3.055411,11.54417,6.281493,-227.4261,-.003217,.0033408,.0398864,-3.775706,-2.565995,1.917762,,,27.31988,18.37899,9.470284,3.265472,-216.7678,,,-2.340633,-.6748883,.0401582,.0372546,.0364595,.0333614,.5190838,15.66731,.1342001,7.54e-06,.0092829,9.07464,9.666341,.0082618,.0250943,-.0622573,-.038633,.0036055,.0468398,-.0024056,.0589083,.0503301,.0405933,.0019378,-.0525626,.0044529,.0039418,1.331132,2.344189,1.845503,-12.24202,.003907,.0120089,.0094233,2.359184,5.40919,1.05805,5.714471,3.592849,5.231938,2.05494,-1.158706,.0041041,-.51753,-.1861875,-.7547718,6.981,9.363453,.0246727,.0306265,.0023167,.0045531,-.0418785,5.231938,9.104093,-.0047326,-.6748883,9.725962,0,0,0,1,1,1,1901,7
-.0029881,.0112592,.0271907,.042407,.0266178,.04585,.03762,.0685537,.0603237,.0004516,.069176,-.0084913,8.560096,8.978533,1.2361,-.003753,-.0180749,-.0564202,-.1199037,-.344747,-.0227037,-.0131042,-.027871,-.0524918,.1008794,.2177297,.0025494,-.0456492,-.3372672,.0031055,.0013322,-2.503566,1.632036,3.798844,-6.932121,-233.2937,-.0013525,-.0012717,.0553253,-5.383554,-5.562816,-3.376251,.979561,.6319211,18.9526,16.15865,2.941687,-8.442109,-218.3295,.0565087,.0096374,-2.657702,-1.016284,.0388343,.0361663,.0221143,.0191615,.5251303,15.44439,.1383371,-.0000425,.0095031,9.204494,9.775689,-.0116444,-.0043957,.0263992,-.0109943,.0160045,.02698,-.0296148,.0404113,.0497968,-.0003775,-.0036893,-.011914,.0067484,.010132,-.9712729,.5061532,.6640003,-25.16156,.0022046,-.0008649,-.0024079,1.610053,4.37517,-4.620957,4.08945,2.730166,6.817174,2.835421,.3482735,-.0014234,-19.16215,.0997956,-.1017825,6.9548,9.363055,.0364944,.0198469,.0014654,.0124833,.7509325,6.817174,9.079254,-.0027283,-1.016284,9.856708,0,0,0,0,0,1,1902,7
-.0067659,.009198,-.0271493,-.0107082,.0595363,.04552,.03319,.0138412,.0015112,.0004393,.071349,-.0104371,8.544592,8.974993,1.0931,.0108845,.030015,.0089347,.0697778,.2748679,.0316788,-.017642,.0075088,.0129915,-.024629,-.0206092,-.1177299,-.0272486,.2291474,-.0018112,-.0003943,-2.193956,4.355332,3.307071,-1.995816,-521.4939,-.0043005,.0000896,-.0003377,-6.902304,-5.107971,-2.260255,-2.326477,-5.066871,1.961946,.6627256,-.5102348,-6.22636,-406.938,-.0794979,-.0401677,-4.668047,-1.414478,.0347311,.0373718,.02175,.0242497,.5040326,15.27313,.1438333,2.65e-06,.0090381,9.177091,9.792836,.0243033,.0112261,.1042009,.2416737,.0123502,.025341,-.0490993,.0273535,.0454181,-.004634,-.0271775,.2086518,.0005831,.0014153,-.0482377,.3414716,3.748621,-44.35023,-.0018065,.000085,.0037949,.8929614,3.359823,-11.40879,2.769507,2.437434,5.53234,1.526324,2.459857,-.0022016,-40.98772,-.1678475,-.3329425,7.0305,9.36308,-.0126554,.0173251,.0024339,-.0024678,.1054881,5.53234,9.03758,-.00459,-1.414478,9.837255,0,0,0,0,1,1,1903,7
-.0052895,.0072964,-.034474,-.0209412,-.0264788,.04393,.0336,.0255062,.0151762,.0004088,.073235,-.0045335,8.54575,8.971127,1.0829,-.0083778,.028012,-.0367847,.0624866,-.5503799,.0184238,-.0301932,-.0250196,-.0296424,.0400288,-.0315876,-.0194137,-.0694743,-.5656391,.0001355,-.0004308,-3.395903,6.284884,-.8840866,1.636526,-1125.158,-.0027211,.0001685,.0129641,-8.943709,-7.131979,-4.658161,-.9165109,-7.445572,-1.8855,-1.670878,-6.577984,-4.622674,-460.467,-.0506558,-.0588469,-6.465783,-2.059279,.0324262,.0379727,.0485619,.0538316,.5094553,14.53727,.1391885,6.21e-06,.0106168,9.23395,10.35188,.0375609,.0130448,.0232781,1.241986,-.014926,.0757495,.185889,.0573919,.0909638,.012173,-.0370388,1.074757,.0037788,.0047042,1.875653,.3863654,2.322562,-89.28468,-.003351,.0225869,.0281349,4.850617,6.224366,2.266545,4.105731,4.343144,7.360124,-.1666765,-.9540298,-.0024915,-48.19039,-.128552,-.3538099,6.9716,9.363138,.0012987,.0771094,.0027477,.0048164,.1795155,7.360124,8.955399,-.0090934,-2.059279,9.892387,0,0,0,1,1,1,1904,7
-.0070528,.0075282,.0051938,.0202412,.0629596,.04313,.0344,.0381047,.0293747,.00042,.067568,.004983,8.581801,8.97928,1.0834,-.060015,-.0445807,-.0141443,-.1146692,-2.054737,.0050253,-.0576094,-.0397677,-.0859426,.1003527,.0990068,-.0177432,.0273803,-2.099163,.0042187,.0009088,-8.34644,1.636418,-2.298673,-9.639495,614.2577,-.0011049,.0008593,.0236791,-12.49877,-9.740827,-10.91092,2.527171,-2.309531,-4.672117,-2.684886,-3.68463,-11.24095,276.0117,.1593313,-.0011798,-6.224299,-1.80409,.0400928,.0370643,.0172197,.0140453,.5054633,13.95766,.1490676,-.0000349,.0165684,9.320251,10.4098,.0188578,.0117489,.0933849,.4031754,.0216649,.0497302,.0778803,.0681016,.046232,.0223449,-.0210774,.3568597,.0024786,.0035209,1.899163,.3874341,6.541072,44.24163,.0036546,-.0062271,-.0083396,4.918426,6.421732,5.821309,5.824036,3.941005,7.925183,-.1168951,2.939519,-.0059509,28.71103,-.2085357,-.3978035,6.5532,9.362811,.0131275,.0376792,.0018043,.0037659,.1387746,7.925183,8.956302,.0001008,-1.80409,9.939596,0,0,0,0,1,1,1905,7
-.0054803,.0060623,.0508756,.0611662,.0501732,.04206,.03962,.0690601,.0666201,.0004213,.069708,.0146304,8.575548,8.983586,1.0798,-.1342397,.038344,.05165,.0814746,2.077791,-.0270001,-.0036105,.0214421,.0144307,.0250159,.1185284,.0381857,.0032192,1.936052,-.0007287,.0004796,-17.85564,4.746338,1.758856,-3.19082,399.6556,.0037163,.0011764,.0500362,-11.12159,-7.072186,-8.013024,.5905943,1.723275,-2.49507,-3.717295,-3.088156,-8.081068,330.6518,.0016143,.0067843,-6.91305,-1.868535,.0449267,.037617,.0200218,.0124393,.4870683,14.12918,.1570508,-.000094,.0166218,9.326651,10.4901,.0259525,.0136962,.0941773,.2832822,.023876,.0512761,-.012077,.0463563,.0859232,.0073183,-.0288896,.2038562,.0008539,.0080992,2.527264,.4867553,10.20066,19.92072,.0063978,-.0020717,-.0067366,4.229275,6.284874,1.431153,5.581922,6.446662,4.926035,-.6922866,5.627392,-.0132986,14.70177,-.3874045,-.06255,5.6735,9.361931,.0369183,.0292441,.0020197,.0019837,-.0742363,4.926035,8.92218,-.0038098,-1.868535,9.951676,0,0,0,1,1,1,1906,7
-.0107666,.0048412,-.0287969,-.0130666,.0169676,.04231,.04042,.0001723,-.0017177,.0004245,.077265,.0197069,8.568639,8.98281,.9876,.0317089,-.0081963,.0061392,.1069469,.3452073,.0421377,-.0469545,-.0395451,.0120588,-.0263602,-.0126204,-.0631121,.0074649,.3469798,-.0008057,-.0000864,-12.90666,3.344212,1.436244,4.281756,227.6401,.0039584,.0024586,-.0140988,-13.00388,-9.360902,-5.60536,-3.414162,-2.987563,-8.545171,-10.91116,-2.210045,.3635236,211.6369,-.0945607,-.0217034,-7.162423,-2.01899,.0496833,.0392326,.0360727,.0251208,.4624634,14.26354,.1607325,.0000184,.0129068,9.285828,10.49177,.0308943,.0264148,.0646688,-.2460269,.0133978,-.0175859,-.2329584,.0261976,.0186057,-.0298169,-.0190341,-.2769166,.0025972,.0005529,3.195625,1.420893,10.25197,-20.62374,.0087102,.0120703,.0060128,1.608198,1.036277,-21.80433,3.777852,3.484263,1.371074,-.383484,4.859745,-.0098974,-130.433,-.3725721,-.3294922,5.8534,9.362103,-.0245713,.0058693,.0030669,-.0144636,-1.523838,1.371074,8.87246,-.0055726,-2.01899,9.794638,0,0,0,0,0,1,1907,7
-.0042044,.0039504,.03202,.0382057,-.1173763,.04117,.03762,.0687835,.0652335,.0004383,.072768,.0112714,8.595812,8.991568,1.0298,-.0192538,.0140243,.0542373,-.0383582,-.4159985,-.0276135,.0017341,.0112682,.0006608,.1243454,.1529642,.0761385,.0324905,-.4280453,.0031712,.0009749,-12.09014,3.979467,4.968863,-1.139071,61.42817,.001197,.0023175,.0429359,-10.69562,-7.187984,-4.371827,3.093993,3.873012,-2.674155,-6.725802,.5009431,-5.504008,55.05387,.0943843,.0269425,-6.364563,-1.761881,.0326392,.0391829,.0333526,.039705,.4928214,14.29597,.1438825,-5.70e-06,.0166317,9.406537,10.62476,-.0424832,-.003798,-.1462413,.0668902,-.0002612,.0733225,.1631573,.0442166,.0347295,.0307884,.0314251,.1558037,.0138163,.0127305,-2.115573,-.0842953,-7.325888,-1.063857,-.007135,.008057,.0175173,2.652113,3.963435,-6.273136,3.809498,2.301891,8.262991,3.978572,-6.978774,-.0088914,1.181782,.5294526,.3792604,5.7407,9.36205,.0366614,.0411721,.0024126,.0330743,1.059409,8.262991,8.860477,-.0013506,-1.761881,10.13907,0,0,0,0,1,1,1908,7
