dif_stir,dif_ltrate,dif_rstir,dif_rltrate,a_gr_i_y,ltrate,stir,rltrate,rstir,c_y,i_y,ca_y,bassets2_y,loans1_y,pdebt,gr_er,gr_rgdp,gr_rc,gr_ri,gr_rca,gr_cpi,gr_rnarrowm,gr_rmoney,gr_rstocks,gr_rbassets2,gr_rloans1,gr_rpubdebt,gr_c_y,gr_ca_y,gr_bassets2_y,gr_loans1_y,er_gap,rgdp_gap,rc_gap,ri_gap,rca_gap,stir_gap,ltrate_gap,rstir_gap,rnarrowm_gap,rmoney_gap,rstocks_gap,rbassets2_gap,rloans1_gap,rpubdebt_gap,pdebt_gap,c_y_gap,i_y_gap,ca_y_gap,bassets2_y_gap,loans1_y_gap,narrowm_y_gap,money_y_gap,a_stir,a_ltrate,a_rstir,a_rltrate,a_pdebt,a_c_y,a_i_y,gr_rer,a_ca_y,a_bassets2_y,a_loans1_y,a_gr_rgdp,a_gr_rc,a_gr_ri,a_gr_rca,a_gr_cpi,a_gr_rmoney,a_gr_rstocks,a_gr_rbassets2,a_gr_rloans1,a_gr_rpubdebt,a_gr_c_y,a_gr_ca_y,a_gr_bassets2_y,a_gr_loans1_y,a_rgdp_gap,a_rc_gap,a_ri_gap,a_rca_gap,a_stir_gap,a_rstir_gap,a_rltrate_gap,a_rnarrowm_gap,a_rmoney_gap,a_rstocks_gap,a_rbassets2_gap,a_rloans1_gap,a_pdebt_gap,a_c_y_gap,a_i_y_gap,rer_gap,a_ca_y_gap,a_bassets2_y_gap,a_loans1_y_gap,er,rer,rltrate_gap,a_gr_rnarrowm,a_ltrate_gap,a_gr_money_y,a_money_y_gap,a_pdebt_gap,money_y,gr_money_y,money_y_gap,a_money_y,b2,b3,b1,rec1,rec2,rec3,year,ccode
-.00286,.0063783,.0906364,.1143694,-.3591071,.0421,.0213,.0348009,.0140009,,.225316,,,,1.87778,.264153,,-.0100566,,,.0072991,,,.0018616,,,.2908723,,,,,25.56358,,-12.92916,,,.0410022,.0031515,.0110984,,,10.42522,,,65.46824,59.52713,,8.683386,,,,,,.0151775,.0307095,-.0746709,-.0654541,1.748811,7.260599,.1471648,.0101181,-.0277486,4.749608,12.59569,.0858799,-.0199615,-.5666404,-2.734857,.1031898,.1649368,.060415,-.010599,-.1096759,.5442666,-.1084865,-4.222486,-.0035254,-.0520042,26.05742,-7.877021,-66.79324,-181.7427,.0118564,-.0103944,-.0407288,21.18843,18.0705,.0318878,-1.041475,-16.38735,48.00036,-26.15379,-46.65791,.6706315,-255.3645,-.8575187,-9.853599,1.98113,10.06483,.0046362,.120977,.0009806,.0268918,-4.936604,48.00036,,,,15.47542,0,0,0,,,,1943,5
-.00194,,.2678032,,.0837978,,.0213,,-.0004388,,.255249,,,,2.67769,.2114299,,-.0844444,,,.0217388,,,-.0168276,,,.4729849,,,,,32.17383,,-17.36844,,,.0384384,,.00095,,,4.415734,,,76.65968,70.06458,,14.36725,,,,,,.0145216,.0216722,-.2116911,-.2059167,2.227645,6.836375,.1644012,.0130392,-.0276987,4.442599,12.91113,-.00485,-.0132362,.0999103,.0800936,.222398,.1634084,.013633,-.0407036,-.0278379,.4086555,.0570481,.750719,-.0033785,-.0083531,18.16539,-7.074637,-62.57644,-530.4163,.0104879,-.125814,-.1332824,30.02828,25.92908,-2.127033,-4.147373,-15.06446,61.47003,-16.00454,-41.04123,1.31652,-604.4166,-.6635076,-7.489007,2.4,10.19606,,.2087102,.0003978,.0554012,.1013744,61.47003,,,,17.08801,0,0,0,,,,1944,5
,,,,.5621145,,,,,,.245226,,,,,3.166667,,-.1851595,,,.0283688,,,-.0275862,,,,,,,,182.2192,,-28.0812,,,,,,,,-.9470727,,,,,,4.728044,,,,,,.0121709,.0241927,-.127826,-.1029561,1.82149,6.546479,.1169044,.2305626,-.0478993,4.561467,15.03647,-.0524842,.0165402,.9479563,-.509256,.2368032,.1628281,.0533685,-.0062893,-.0142795,.1446017,.0967334,-.5012706,.0010394,.0038498,10.19289,-3.414883,-27.21702,-1536.888,.0015407,.0134597,-.0073028,26.88762,33.44278,2.196103,-3.968333,-15.2715,53.71753,-6.152409,-27.64476,18.25309,-3036.914,-.6372345,-6.471336,10,12.54689,,.0768094,-.0009404,.1243585,9.815887,53.71753,,,,21.526,0,0,0,,,,1945,5
,.0099833,,.0627657,2.356247,.045072,,-.0445832,,,.239815,,,,,.75,,.0544681,,,.0896552,,,-.0631766,,,,,,,,166.2437,,-19.92929,,,,,,,,-7.78188,,,,,,-.8671421,,,,,,.013897,.0272553,-.1006515,-.1086888,1.543445,7.357877,.1922045,.1862923,.0063966,2.752698,11.78453,.0345385,.1410904,3.713668,-7.470575,.3009132,.0594884,-.0869754,.0183088,.1722532,-.0439076,.2227823,-13.34194,.0005775,.0511013,-1.399542,8.095924,176.6459,-91.54533,.0015785,.0685756,.0028128,16.32114,25.2053,-11.03889,2.542144,-5.296856,43.7625,15.95185,109.8853,28.69161,545.9933,-.0965436,1.734064,17.5,14.88428,,-.0292706,.000844,.0792682,13.75782,43.7625,,,,18.68702,0,0,0,,,,1946,5
,.0043823,,.0838971,.0625674,.04455,,-.0250705,,,.234199,,,,,.3428572,,-.0242131,,,.0696205,,,-.0783502,,,,,,,,125.0421,,-17.49673,,,,,,,,-14.0221,,,,,,-5.129415,,,,,,.0170065,.0310752,-.1907503,-.14784,1.491755,7.933779,.2153616,.0933108,.0095541,2.561886,11.72738,-.0205018,.0421324,.0648832,.734329,.2724591,-.0667245,-.1494877,-.0022197,.0921673,-.144506,.0526606,.6771897,.0027873,.0237161,-6.48341,9.273965,116.2125,79.56565,.0031582,-.007181,-.0304234,-7.222722,5.689023,-21.2423,.140493,6.08058,19.4698,20.5352,90.4964,28.35724,250.7585,-.092011,7.92054,23.5,16.27315,,-.1250173,.0046436,-.0311007,6.831215,19.4698,,,,15.75267,0,0,0,,,,1947,5
,.0117665,,-.0322149,.2504842,.055556,,-.0982901,,,.247809,,,,,-.1276596,,.1555004,,,.1538461,,,-.8051559,,,,,,,,54.99541,,-2.432343,,,,.0019211,,,,-80.21885,,,,,,-2.17871,,,,,,.0180034,.0343572,-.0698722,-.0812698,1.197183,7.716341,.2121603,-.0276564,462.237,3.022347,10.26475,.0392202,.0298877,.379419,-.8499877,.115627,-.047473,-.1377757,.0035421,.1477721,-.0865239,-.0393709,-1.09574,.000349,.0159508,-3.304585,9.305506,80.84496,-17.57475,.003813,.1121164,.0828946,-17.72613,-3.383504,-28.36312,-1.136836,11.26981,-1.803679,10.76665,67.75854,16.80203,-25.37919,-.1571624,7.386523,20.5,15.82309,-.0154538,-.0894793,.0047768,-.0478849,-.3298231,-1.803679,,,,12.82839,0,0,0,,,,1948,5
,.0078577,,-.011565,.0252676,.050891,,-.019461,,,.276236,,,,,-.704878,,.1016464,,-5.709202,.070352,,,.8872297,,1.179906,,,,,,-52.42277,,7.420275,,,,-.0023953,,,,-57.30564,,,,,,4.574842,,,,,,.0199368,.0337257,-.013077,-.0166561,1.062546,7.208287,.2094086,-.2781425,1444.776,3.063084,9.598487,-.0185059,.0265485,.0094596,-.6394646,.0503818,-.014724,.0935986,.0215456,.2253386,-.0373218,.0214885,-.0748521,-.0013023,.0143037,-6.316164,9.207107,51.79731,10.51644,.002918,.140191,.103814,-14.74884,-6.424602,-23.73352,-.6592739,14.21515,-7.76731,12.91519,47.44712,-14.73708,-19.39923,-.0650789,8.535929,6.05,11.42202,.0270628,-.0142666,.0032949,-.006333,-1.062173,-7.76731,,,,11.67852,0,0,0,,,,1949,5
.0149924,.0096485,.0921345,.1038915,.0240968,.052763,.0431,.114964,.105301,,.26692,,,,.192673,-.0909091,,.1241065,,1.66263,-.062201,,,.1191151,,.8423388,,,,,,-54.35349,,17.36266,,-2.89995,,-.0013467,,,,-45.90743,,2.799619,,,,-1.56013,,,,,,.0256519,.0359064,.0270271,.0323364,.8787439,5.92283,.2019249,-.023244,.0034975,4.177443,8.39985,.0899638,.054634,.1661219,-.4520013,.00357,.0280133,.1004365,.0054416,.242307,.0069039,-.0518917,-.5825859,-.0017678,.0075799,.5844044,11.31615,38.24747,-36.72036,.0020427,.104054,.0977467,-13.3983,-5.184542,-11.76564,-.1095729,20.4722,-8.199759,6.025369,28.10219,-15.35193,-100.7819,-.0651067,7.235001,5.5,11.15652,.064468,.0203195,.0045366,-.0257787,-2.974404,-8.199759,,,,10.05973,0,0,0,,,,1950,5
.0309705,.0072898,.0587521,.0477099,.0123586,.053184,.0602,-.0233466,-.0163306,5.038673,.260226,.0214137,8.764454,8.173231,.176178,-.0672727,,.0676301,,-6.666351,.0765306,,,.733381,.1510066,.208021,-.0090548,,,,,-54.58265,,20.22198,,61.27286,,-.0014728,,,,-2.777633,,-3.364993,,,,-5.472937,,,,,,.031054,.0390178,-.0945946,-.0644612,.7976587,5.843504,.2042522,-.0106854,-.0004734,5.710241,8.783005,.0536378,.022777,.0882279,-1.220841,.103479,-.0262377,.1098332,.0346196,.1026298,-.0868947,-.0463665,-.6188933,-.003382,.0046708,2.811235,10.22514,27.73987,-110.2137,.003035,.0041819,.0049421,-15.2128,-8.246111,-.7713872,-.0309684,21.78547,-14.96187,1.741583,16.02725,-14.69797,-34.37697,-.2270599,6.77408,5.13,11.03731,-.0506049,-.0305396,.0062193,-.0345392,-5.649521,-14.96187,8.347432,,,9.949893,0,0,0,,,,1951,5
.0226382,.0025461,.0438601,.0253879,.0234428,.0475,.0511,.0261728,.0297728,4.88818,.25645,.0202834,8.771404,8.292831,.176002,-.0935673,.1140386,.0850028,.1021775,.0593737,.0213272,.136172,.1609085,-.1941333,.1307431,.2637374,.0813736,-.0298676,-.0527833,.000793,.0146332,-55.5385,,23.3587,,6.184364,-.0043662,-.0047509,.0279529,,,-15.9314,-.006663,-1.467527,1.414589,1.569432,,-7.589816,,,,,,.0318598,.0386158,-.0169846,-.0023645,.7372473,5.948951,.2088397,-.0134778,.0034768,9.145596,8.847017,.0357089,.0325407,.0749376,-2.383611,.0409803,.0420329,.0973513,.017761,.0992034,-.001171,-.0142883,-2.359095,-.0013701,.0081876,1.815909,10.03828,17.2814,-84.04086,.0041993,.0587307,.0504829,-10.16059,-6.191136,77.43622,.6688709,20.9778,-10.95909,1.703938,10.53446,-14.09468,-17.74977,-.0086182,5.077867,4.65,10.88855,-.0098199,.0382338,.0047389,-.0035361,-3.580409,-10.95909,8.386852,.0047224,,9.85695,0,0,0,,,,1952,5
.0079411,.0064579,.0316058,.0364964,.0166639,.052521,.0358,.0710827,.0543617,4.897138,.238291,.0276812,8.809733,8.464135,.197215,-.0860215,.0909122,.0993014,.0195935,.4974925,-.0185617,.1241397,.2400507,.1728761,.1633066,.2780316,.2072839,.0018326,.3647183,.0043698,.0206568,-55.63438,-.1746499,26.35941,-1.180874,8.910503,-.0070975,-.0002888,.0270818,.0636107,1.382154,1.931373,1.237542,1.981658,4.894485,5.160325,.5455711,-13.40269,5.411998,.0593929,.101902,.0296197,.1971282,.0311563,.0422575,.0256158,.0323662,.6688275,6.030916,.2010002,-.0144056,.0028103,9.171659,8.952227,.0468607,.0432924,.0798028,4.124761,.0098913,.0734229,.0310878,.069684,.133299,.0336407,-.014773,3.891794,.0009812,.0126009,2.259944,10.35848,14.10019,-136.0721,.0028578,.070833,.0636208,-7.783992,-3.719029,272.0034,2.10442,23.94726,-6.178252,1.638276,6.925153,-13.40574,-98.21069,.1332825,4.892544,4.25,10.7317,.0115199,.0438672,.005603,-.0020909,-2.91397,-6.178252,8.526938,.0167031,.1971282,9.816223,0,0,0,0,0,0,1953,5
.0044618,.0074349,.0142358,.021938,.0169733,.050236,.0289,.0478719,.0265359,4.788944,.247237,.0228046,8.917709,8.650385,.227719,.0188235,.0687675,.0499318,.1139582,-.1154929,.0023641,.0667181,.2633788,.6779969,.2452939,.2387365,.2351142,-.0220933,-.1761699,.0122564,.0220046,-50.64794,-.6015655,23.63467,1.280024,-13.47116,-.0043546,-.0020447,.0039606,-1.144289,3.041283,53.78347,4.90753,3.915088,7.196315,7.315659,-.0679804,-9.86074,-7.975233,.3055131,.1716089,-.1519864,.4897147,.0232915,.0416581,.0131322,.0276749,.6592686,6.066047,.2038747,.0020004,.0028582,9.276525,9.065702,.0256292,.0235593,.0571817,-.2524222,.0131607,.0775519,.3422819,.0963188,.104342,.0360392,-.0124047,-.2879127,.0118497,.012359,1.352534,8.863692,10.38386,-26.38052,-.0035429,.0366974,.0447031,-6.152123,-1.72376,70.45807,3.64108,22.75204,-1.395205,1.858225,4.145722,-11.38816,-105.4857,.3673954,4.722391,4.33,10.75316,-.017766,.0339889,.0022807,.0082381,-1.763291,-1.395205,8.741966,.0252175,.4897147,9.857363,0,0,0,0,0,0,1954,5
.0026896,.0049669,-.00134,.0074375,.0129425,.049761,.0313,.0332514,.0147904,4.660965,.252345,.0114041,8.95858,8.74221,.232416,-.0207853,.1190502,.0942499,.1475235,-.4377642,.0165096,.083348,.1100163,.173519,.1829512,.1981672,.1276478,-.0267239,-.4999217,.0045831,.0106152,-47.08023,1.309087,24.90845,3.537792,-45.75404,.0015853,-.0019658,.0004192,-.6736298,-.3896177,57.44987,4.915543,4.584382,4.446891,2.322586,-.4883606,-7.902775,-33.75123,.0813129,-.2446989,-.4612561,-.4923895,.0308738,.0447343,.0176521,.0324839,.5991506,6.002308,.2066187,-.0001707,.0006337,9.25106,9.141198,.0679985,.0545629,.0947587,-.4099385,.0113529,.0487597,.2681629,.0836274,.1289829,.027147,-.0239997,-.4586934,-.00224,.008908,3.414614,9.97667,9.860012,-195.3024,.0031444,.027209,.0336133,-4.911615,-1.456983,96.51507,3.502715,24.00152,.6489847,1.104009,1.69718,-9.636002,-241.6509,-.027439,4.335635,4.24,10.75133,-.0308634,.0259762,.0040832,-.01423,-2.439801,.6489847,8.723781,-.0020803,-.4923895,9.799369,0,0,0,0,0,0,1955,5
.0116745,.0238368,.0242591,.0325452,.0471056,.073,.047,.047478,.021478,4.672203,.276309,.0221827,8.94259,8.782318,.220145,.0023585,.067086,.0758593,.1751967,1.087681,.025522,.0383136,.0875672,-.0995763,.0524504,.1021736,.0092378,.0024111,.9451562,-.0017849,.0045878,-41.94771,.2179133,23.75326,5.922997,-.801287,.0118167,.0141836,.0083681,-2.164311,-2.134786,30.86892,-.5326282,1.03041,-2.291574,-4.12659,.7575848,-.6434307,16.84976,-.3297083,-.7039213,-.5395307,-.7297519,.0412586,.0524709,.0097452,.0249374,.578471,5.850782,.2168363,.0015319,.0013559,9.241603,9.188934,.0429518,.033016,.1064899,-2.619703,.0265744,.0382837,-.001533,.0596522,.0815552,-.0420464,-.0213182,-2.573312,-.0005925,.0052345,3.34408,9.01633,10.09,142.2791,.0095211,.0104519,.0146156,-4.606641,-2.555907,81.11989,2.420229,21.1994,.3890956,.568359,2.375066,-7.855729,267.6573,-.1282795,3.642973,4.25,10.7678,-.0196067,.0233341,.0085756,-.0087912,-2.536091,.3890956,8.74261,.0021584,-.7297519,9.703071,0,0,0,0,0,0,1956,5
-.0061627,.022125,.0034522,.0327345,.0100912,.077,.0396,.0558839,.0184839,4.607985,.274449,.0271797,8.982499,8.800805,.209162,-.0113647,.0587033,.0503122,.0577789,.3048477,.0211161,.0849725,.1554872,.03122,.1175333,.0778222,-.0013464,-.0137448,.2252672,.0044628,.002105,-37.19548,-.5118756,20.23587,1.865881,9.130779,.003979,.0117729,.0071122,-.3609871,.8155174,25.35587,.4652368,-1.729278,-6.292537,-7.528364,.5344293,-2.318383,21.48221,-.2033671,-1.049529,-.0190929,-.2039049,.05423,.0571028,.0213091,.0247955,.5783001,5.779893,.2190975,-.0029052,.0020855,9.232605,9.217793,.0337251,.0269172,.0580943,1.529815,.0310929,.0398079,-.098809,.0567285,.0590022,-.0341866,-.0182593,1.344939,-.0003345,.0029307,2.531655,7.611395,6.847367,-133.6104,.010002,.0059274,.0047501,-4.382199,-2.676425,71.74123,1.91031,17.0156,-2.444064,.5913938,.1383901,-6.554036,149.2645,-.1540734,2.869427,4.2017,10.73652,-.0154599,.013214,.0089165,-.0042394,-2.049457,-2.444064,8.864395,.0139301,-.2039049,9.653053,0,0,0,0,0,0,1957,5
-.0108515,.0092094,.0056371,.0255645,-.0114837,.059,.0308,.038136,.009936,4.570803,.283261,.02629,9.018648,8.849022,.201693,-.0057597,.0396891,.0381119,.0801595,.0122962,.020864,.1023334,.1289075,.4323688,.0911607,.079155,.0006141,-.0080689,-.0327363,.0040244,.0054787,-31.79936,-1.734436,16.25684,1.173833,-.6832222,-.001846,-.0059297,.0027148,1.867975,1.826481,53.29598,.1534317,-2.781556,-8.36536,-8.655528,.7341996,-.5664827,9.015117,-.148237,-1.022019,.6812014,.1067406,.0442599,.0531446,.0028717,.0137207,.5690432,5.846584,.2173829,-.0014279,.0060999,9.352832,9.313713,.0017773,.0140512,.0026018,.1933436,.0375011,.0521093,.2500409,.0761958,.0582738,.0003489,.0007798,.1349846,.0132058,.0101184,-.2517367,5.4073,.536702,-3.002562,-.0000959,-.0162192,-.01223,-3.842839,-1.929162,102.3863,2.658151,13.97453,-.6172555,2.078521,-3.262147,-5.229143,93.12672,.5637103,2.782997,4.1775,10.72119,-.0309797,.0260015,.0026875,.0113679,-.6222918,-.6172555,8.986698,.0137971,.1067406,9.757553,0,0,0,0,0,0,1958,5
-.012082,.0097734,-.0088933,.01703,-.0040534,.062,.02705,.0522331,.0172831,4.459623,.231065,.0166894,9.12892,8.990611,.195406,-.0017953,.0647398,.0464803,-.1250694,-.3191108,.0097669,.1293266,.1553822,.6772215,.206313,.1677104,.0320952,-.0243239,-.3651793,.012227,.0160005,-25.91576,-.8030636,13.77518,-11.66573,-30.64297,-.0023113,-.0034173,.0101442,5.013278,4.495919,92.27899,7.072555,2.56848,-7.574591,-8.984856,-.1771904,-16.73024,-22.73787,.3952597,-.3326482,1.12091,.3406012,.0461981,.058521,.0313663,.0430068,.5520527,5.682871,.2139341,-.0001542,.0040513,9.348569,9.423798,.0526623,.0388592,.0614406,148.6322,.0146944,.0767739,.2392512,.1086738,.1339031,.0315931,-.0243289,138.301,-.0001314,.0119092,1.384529,5.441194,.8379548,-712.578,.0018523,.0074553,.0066348,-1.787766,.5100515,122.1632,5.039596,17.66774,.3702203,1.314096,-5.283823,-3.928374,-96.2618,.1985778,2.817118,4.17,10.71953,-.0185144,.0529617,.0052513,.0001378,-.3802097,.3702203,9.116147,.0144045,.3406012,9.757586,0,0,0,0,0,0,1959,5
.0053375,.009073,.0107958,.0146253,.016131,.062,.04564,.0471335,.0307735,4.008075,.24324,.0153029,9.109073,9.101174,.192802,.0002398,.1827005,.0698424,.253088,.0914787,.0148665,.073738,.0997223,.3318675,.1666164,.2661062,.0593399,-.1012526,-.0830765,-.0021741,.0122976,-19.77816,6.96217,13.67011,2.791288,-23.8722,.0125458,-.003725,.0191407,3.937595,3.518139,89.65833,9.959961,13.23395,-5.093851,-7.904086,-6.009151,-10.89854,-21.01597,-.1910743,-.1054529,-.7011314,-1.423628,.0465867,.053044,.0250803,.0340282,.4710594,5.541809,.2182808,1.25e-06,.0041902,9.377898,9.523261,.0667504,.0368695,.1001943,-2.790589,.0190158,.0648524,.0982927,.0975414,.1300332,-.0061321,-.0368599,-2.766252,.0038533,.0104694,3.492516,5.424659,3.57756,128.3792,.0031238,-.0009129,-.0078667,-.2359765,1.822565,391.7294,6.157085,19.78998,.9088241,-.1845132,-4.97587,-2.76386,375.8852,.2213106,2.596478,4.171,10.71955,-.023229,.0495569,.0005538,-.0030725,-.3220457,.9088241,8.978615,-.0150867,-1.423628,9.725049,0,0,0,0,0,0,1960,5
-.0086802,.0028559,-.0111212,.0015159,.0299116,.06,.02932,.0372327,.0065527,3.912839,.251809,.0089674,9.208941,9.209558,.189947,-.0418365,.0623823,.0463296,.1095573,-.3719342,.0227673,.0686049,-.0535481,-.1112622,.1816079,.1346445,.0167641,-.0237609,-.4140064,.0109637,.0119087,-16.70612,4.958612,11.52056,5.096848,-47.81237,-.0016907,-.0054084,-.0012661,3.152441,-6.685705,42.23412,13.42012,13.02359,-5.886549,-7.097826,-4.356276,-6.892478,-43.04137,.3029746,.0316511,-.5269879,-3.035238,.0412997,.0594418,.0164652,.0374114,.4719454,5.461061,.2259429,-.0035803,.0023736,9.470644,9.625091,.0446154,.0340472,.0900657,-.7472167,.0220305,.0566714,.0691279,.1053573,.1057237,-.0214361,-.0217371,-.7093294,.0101244,.0103005,3.654422,5.139491,5.455177,161.4872,-.0024607,-.0110642,-.0111428,1.56469,2.646303,246.998,7.600194,19.4388,7.189837,-.1267318,-3.487096,-2.033883,139.7232,.6413615,2.35469,3.9965,10.68117,-.0300415,.0560982,.0039911,.0021808,.2103968,7.189837,8.783487,-.0217325,-3.035238,9.755248,0,0,0,0,0,0,1961,5
-.0115231,.0064123,-.0061257,.013299,.0071638,.061,.02662,.032182,-.002198,3.858305,.25776,-.0059834,9.261155,9.291607,.179598,.0003753,.0487461,.0428408,.0825747,-1.705662,.028818,.0790944,.0764183,-.2620082,.1089658,.1019267,-.0223849,-.0139372,-1.667242,.0056699,.0089092,-10.35211,2.907918,9.508297,5.160867,-152.8167,-.0021042,-.0043106,-.0047847,3.551496,-4.658712,-.9259413,11.47215,11.0878,-8.972686,-9.192958,-2.330918,-4.247885,-169.7073,.2776871,-.0730276,-.0764363,-2.402792,.0423304,.0535647,.0081935,.0226026,.4508951,5.439641,.2278908,.0020418,.0036673,9.543022,9.74532,.0450879,.0419424,.0658691,-.0574849,.0309622,.0770679,-.1139724,.1136449,.1156466,.0000601,-.0152503,-.1062856,.0078315,.0119902,3.849849,5.396386,5.078192,24.3907,-.0017841,-.0173668,-.026394,2.903955,4.923128,350.3036,9.167933,20.07952,8.842883,.4764081,-4.023263,-.9475423,63.07476,.7530335,2.276083,3.998,10.70298,-.0310399,.0547419,-.0030115,.0031026,.6661698,8.842883,8.809731,.0029878,-2.402792,9.797389,0,0,0,0,0,0,1962,5
-.0070936,.0044912,-.0012192,.0131017,-.0074737,.06,.02996,.0301444,.0001044,3.814318,.255486,.0021869,9.334986,9.407844,.184277,-.0057028,.0218871,.0184725,.0211267,-1.376529,.0298556,.0414825,.0869507,.0528664,.0977179,.0889539,.0464437,-.0114008,-1.365485,.0079721,.0125099,-4.768384,-.184967,5.931976,1.166116,-75.86454,.002051,-.0049336,.0008121,1.480134,-2.152099,-1.143434,9.80921,9.2163,-6.395856,-4.934186,-.5526951,-4.484313,-60.34999,.4212366,.1157815,.1194024,-1.454036,.0426073,.0552478,.0062061,.0210454,.436995,5.48387,.2260853,.0013598,-.0005863,9.634138,9.897041,.0374215,.0432417,.0414873,.8778422,.0342025,.0820913,.0408966,.1010616,.1048558,-.0038709,-.0059022,.7781124,.0095141,.0151147,3.564316,5.708884,3.284949,-64.21099,-.0015707,-.0173662,-.0281055,4.591548,7.12905,147.4198,9.861362,19.69141,3.051012,1.730737,-5.399304,-.097695,-2.548115,.9400774,2.42048,3.9752,10.71753,-.0289504,.0617816,-.002371,.0080436,1.380927,3.051012,8.892313,.009374,-1.454036,9.881081,0,0,0,0,0,0,1963,5
-.01032,.0049353,.008414,.0235407,.0308975,.064,.03288,.0405472,.0094272,3.710998,.266317,.0004734,9.368875,9.460313,.185251,.0004528,.0627484,.0425013,.1169538,-.768032,.0234528,.0597932,.1073625,.0385391,.1017699,.0976148,.0576542,-.0270873,-.7835161,.0036303,.0055772,.8885419,.6475465,5.126387,5.187318,-92.82508,.0048013,-.0014383,.0102019,1.487219,1.394152,-2.147178,9.335977,8.888168,-3.472229,-3.009211,-.3328028,-.6334163,-82.81615,.2048959,-.2431556,-.0603902,-.9744288,.0507116,.0580374,.0192782,.0285585,.412264,5.406286,.233146,.0012553,.000747,9.660234,9.959046,.063263,.0457116,.1084838,-.6843246,.0294789,.0714433,-.0067096,.0899119,.0974075,.0106626,-.026955,-.7031636,.003314,.0063431,5.317109,6.088358,7.148487,117.4866,.0038349,-.0069187,-.0218596,5.071787,8.089735,63.29132,9.770516,18.6944,1.723544,.9991871,-3.422322,.5842983,19.13878,.6088334,1.795485,3.977,10.73098,-.017125,.0478949,-.0010276,-.0005165,1.245007,1.723544,8.945229,.0059507,-.9744288,9.874766,0,0,0,0,0,1,1964,5
-.0028728,.015324,.0051971,.0287717,.0051171,.077,.04104,.0446957,.0087357,3.711249,.261676,-.014557,9.428092,9.519091,.190387,.0071913,.0477469,.0573878,.0388901,-33.51101,.0323043,.0551744,.0940692,-.1767884,.1080324,.085469,.0700545,.0000676,-31.74861,.0063207,.0062131,6.452473,.3836471,5.698009,2.822833,-1162.384,.0107633,.0083791,.0095619,1.359402,3.444016,-19.63022,9.820582,8.087016,-.1847893,.1996682,1.96611,-2.167227,-359.4553,.2425839,-.4525564,-.0590556,-.5686327,.0510708,.0601968,.0135157,.0230388,.3796463,5.321336,.2333899,.0026866,.0010478,9.715999,10.0524,.0427974,.0428922,.0593829,-7.26703,.037158,.0714943,.0031507,.0821987,.0926379,.04651,-.0103257,-6.949065,.0055582,.0091472,5.115949,6.093912,6.434787,-158.198,.0030143,-.0120369,-.0265042,5.557003,8.902268,38.82514,9.339846,17.55932,6.33383,1.819851,-3.7729,1.236695,-47.11543,.5269097,1.507337,4.0056,10.75981,-.0124472,.0486199,-.000148,.003953,1.458023,6.33383,9.002067,.006354,-.5686327,9.919218,0,0,0,0,1,1,1965,5
.0048776,.0141005,.0086304,.0211482,-.0023355,.077,.05339,.0407736,.0171636,3.691158,.25446,.0008199,9.462072,9.564864,.201475,-.0070651,.0195247,.0216109,-.0011553,-1.057852,.0362264,.0074205,.0756172,-.2031886,.0541499,.0479182,.0814956,-.0054136,-1.056322,.0036042,.0048086,9.890727,-1.70518,3.319223,-1.703103,19.37384,.0183499,.0057149,.015889,-2.050707,3.920675,-33.61517,6.487242,4.92658,3.319139,5.010909,3.316157,-4.144559,120.0821,.0647869,-.7026138,-.3162977,-.0621626,.0572688,.0599555,.0169619,.0223251,.3843612,5.298569,.2330545,-.000118,.0022307,9.678678,10.06527,.0468094,.0427891,.0547117,-1.053809,.0376304,.0456433,-.1196844,.0514457,.0681422,.0635607,-.0133777,-1.074967,-.0036472,.0006714,5.360151,6.125934,5.785194,-12.93009,.0067546,-.0090637,-.026311,4.553205,7.423163,16.43447,6.896899,14.79407,11.64398,2.230078,-4.529649,1.506591,.05299,-.2316922,.570234,3.9773,10.75854,-.0148851,.0297506,-.0015154,-.005549,.819154,11.64398,9.081865,.0088645,-.0621626,9.870626,0,0,0,1,1,1,1966,5
-.0118486,.0036819,.007254,.0270369,-.0130561,.068,.03348,.0519335,.0174135,3.731384,.231081,.0201653,9.606489,9.682936,.229537,.005456,-.0048146,.0081731,-.0943255,23.52943,.0160665,.0168409,.117559,.3032199,.105779,.0482352,.140385,.0108979,23.59572,.0152627,.0123443,13.70584,-4.92315,.4511792,-11.92266,361.5696,-.0010254,-.0036188,.0141863,-3.742909,7.547997,-13.79599,8.161247,2.835798,10.4557,14.85925,5.619536,-10.75141,13134.42,.8158941,-.3078976,.0784311,1.439416,.0519951,.0634747,.0193109,.0324247,.3788591,5.338958,.2309886,-.0007224,.0032326,9.768147,10.13334,.0361079,.0351926,.0328301,2.350184,.0310501,.0746407,.0830843,.0889692,.0749797,.0688026,-.0094267,2.345627,.0095682,.0064178,4.710226,5.520817,3.687989,44.69009,.0004254,-.0075742,-.0172144,4.870888,8.635246,14.65893,8.149122,13.3798,17.21604,2.843842,-5.869363,1.640215,1623.628,.2036527,.2730107,3.999,10.75077,-.0045988,.0434902,.0002942,.0106995,1.598784,17.21604,9.295503,.0235235,1.439416,9.980629,0,0,0,0,0,0,1967,5
